date,product,sku,quantity,unit_type,price_per_unit,multiplier,owner,repository_slug,username,actions_workflow,notes
2023-05-21,Actions,Compute - UBUNTU_8_CORE,115,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-05-21,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-05-21,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-05-21,Actions,Compute - UBUNTU,32,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-05-21,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-05-21,Actions,Compute - UBUNTU_4_CORE,13,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-05-21,Actions,Compute - UBUNTU_8_CORE,16,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/esrupgrade.yml,
2023-05-21,Actions,Compute - UBUNTU_8_CORE,241,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/server-ci-master.yml,
2023-05-21,Shared Storage,Shared Storage,0.0034,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-05-21,Shared Storage,Shared Storage,2.1857,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-05-21,Shared Storage,Shared Storage,0.9543,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-05-21,Shared Storage,Shared Storage,4.1298,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-05-21,Shared Storage,Shared Storage,4.2638,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-05-22,Actions,Compute - UBUNTU_8_CORE,100,minute,0.032,1.0,mattermost,mattermost,aashish0909,.github/workflows/server-ci-pr.yml,
2023-05-22,Actions,Compute - UBUNTU_8_CORE,118,minute,0.032,1.0,mattermost,mattermost,Koosha-Owji,.github/workflows/server-ci-pr.yml,
2023-05-22,Actions,Compute - UBUNTU_8_CORE,1,minute,0.032,1.0,mattermost,mattermost,phoinixgrr,.github/workflows/ci.yml,
2023-05-22,Actions,Compute - UBUNTU_8_CORE,343,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-05-22,Actions,Compute - UBUNTU,1,minute,0.008,1.0,mattermost,test-private-project,unified-ci-app[bot],.github/workflows/test.yaml,
2023-05-22,Actions,Compute - UBUNTU_4_CORE,24,minute,0.016,1.0,mattermost,mattermost-operator,fmartingr,.github/workflows/ci.yml,
2023-05-22,Actions,Compute - UBUNTU,72,minute,0.008,1.0,mattermost,customer-web-server,esarafianou,.github/workflows/ci.yaml,
2023-05-22,Actions,Compute - UBUNTU,6,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/auto-merge-deps.yml,
2023-05-22,Actions,Compute - UBUNTU,12,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/test.yml,
2023-05-22,Actions,Compute - UBUNTU,14,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/golangci-lint.yml,
2023-05-22,Actions,Compute - UBUNTU,14,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/build.yml,
2023-05-22,Actions,Compute - UBUNTU_8_CORE,113,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-pr.yml,
2023-05-22,Actions,Compute - UBUNTU_8_CORE,114,minute,0.032,1.0,mattermost,mattermost,amauryplayero,.github/workflows/server-ci-pr.yml,
2023-05-22,Actions,Compute - UBUNTU_8_CORE,274,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-pr.yml,
2023-05-22,Actions,Compute - UBUNTU_8_CORE,118,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/server-ci-pr.yml,
2023-05-22,Actions,Compute - UBUNTU_8_CORE,115,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/server-ci-pr.yml,
2023-05-22,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-05-22,Actions,Compute - UBUNTU,27,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-05-22,Actions,Compute - UBUNTU,33,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-05-22,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-05-22,Actions,Compute - UBUNTU_4_CORE,14,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-05-22,Shared Storage,Shared Storage,4.2638,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-05-22,Shared Storage,Shared Storage,0.9786,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-05-22,Shared Storage,Shared Storage,2.2152,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-05-22,Shared Storage,Shared Storage,0.0028,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-05-22,Shared Storage,Shared Storage,4.1299,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-05-23,Actions,Compute - UBUNTU_8_CORE,118,minute,0.032,1.0,mattermost,mattermost,Koosha-Owji,.github/workflows/server-ci-pr.yml,
2023-05-23,Actions,Compute - UBUNTU_8_CORE,110,minute,0.032,1.0,mattermost,mattermost,eunicode,.github/workflows/server-ci-pr.yml,
2023-05-23,Actions,Compute - UBUNTU_8_CORE,160,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/ci.yml,
2023-05-23,Actions,Compute - UBUNTU_8_CORE,100,minute,0.032,1.0,mattermost,mattermost,nilling4,.github/workflows/server-ci-pr.yml,
2023-05-23,Actions,Compute - UBUNTU_8_CORE,90,minute,0.032,1.0,mattermost,mattermost,phoinixgrr,.github/workflows/ci.yml,
2023-05-23,Actions,Compute - UBUNTU_4_CORE,112,minute,0.016,1.0,mattermost,desktop,mattermost-build,.github/workflows/build-for-pr.yml,
2023-05-23,Actions,Compute - UBUNTU_8_CORE,15,minute,0.032,1.0,mattermost,mattermost,mickmister,.github/workflows/esrupgrade.yml,
2023-05-23,Actions,Compute - UBUNTU_8_CORE,351,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-pr.yml,
2023-05-23,Actions,Compute - UBUNTU_4_CORE,88,minute,0.016,1.0,mattermost,desktop,devinbinnie,.github/workflows/ci.yaml,
2023-05-23,Actions,Compute - UBUNTU,445,minute,0.008,1.0,mattermost,customer-web-server,nickmisasi,.github/workflows/ci.yaml,
2023-05-23,Actions,Compute - UBUNTU_8_CORE,263,minute,0.032,1.0,mattermost,mattermost,mickmister,.github/workflows/server-ci-master.yml,
2023-05-23,Actions,Compute - UBUNTU_8_CORE,72,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/ci.yml,
2023-05-23,Actions,Compute - UBUNTU_4_CORE,49,minute,0.016,1.0,mattermost,mattermost-operator,fmartingr,.github/workflows/ci.yml,
2023-05-23,Actions,Compute - UBUNTU_8_CORE,223,minute,0.032,1.0,mattermost,mattermost,cpoile,.github/workflows/server-ci-pr.yml,
2023-05-23,Actions,Compute - UBUNTU_8_CORE,109,minute,0.032,1.0,mattermost,mattermost,Potherca,.github/workflows/server-ci-pr.yml,
2023-05-23,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-05-23,Actions,Compute - UBUNTU,26,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-05-23,Actions,Compute - UBUNTU,30,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-05-23,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-05-23,Actions,Compute - UBUNTU_4_CORE,15,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-05-23,Actions,Compute - UBUNTU_8_CORE,112,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-05-23,Shared Storage,Shared Storage,4.1299,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-05-23,Shared Storage,Shared Storage,0.0035,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-05-23,Shared Storage,Shared Storage,4.2638,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-05-23,Shared Storage,Shared Storage,2.2446,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-05-23,Shared Storage,Shared Storage,1.0029,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,109,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/server-ci-pr.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,114,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/server-ci-pr.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,215,minute,0.032,1.0,mattermost,mattermost,toninis,.github/workflows/server-ci-pr.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,32,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/esrupgrade.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,475,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/server-ci-pr.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,232,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-05-24,Actions,Compute - UBUNTU_4_CORE,22,minute,0.016,1.0,mattermost,mattermost-plugin-apps,hanzei,.github/workflows/ci.yaml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,31,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/esrupgrade.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,1,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/esrupgrade.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,512,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/server-ci-master.yml,
2023-05-24,Actions,Compute - UBUNTU,2,minute,0.008,1.0,mattermost,test-private-project,unified-ci-app[bot],.github/workflows/test.yaml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,120,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/server-ci-pr.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,337,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-master.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,17,minute,0.032,1.0,mattermost,mattermost,toninis,.github/workflows/esrupgrade.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,243,minute,0.032,1.0,mattermost,mattermost,toninis,.github/workflows/ci.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,248,minute,0.032,1.0,mattermost,mattermost,toninis,.github/workflows/server-ci-master.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,247,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/ci.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,113,minute,0.032,1.0,mattermost,mattermost,uniuuu,.github/workflows/server-ci-pr.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,236,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-pr.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,161,minute,0.032,1.0,mattermost,mattermost,mickmister,.github/workflows/ci.yml,
2023-05-24,Actions,Compute - UBUNTU_4_CORE,114,minute,0.016,1.0,mattermost,desktop,devinbinnie,.github/workflows/ci.yaml,
2023-05-24,Actions,Compute - UBUNTU,339,minute,0.008,1.0,mattermost,customer-web-server,nickmisasi,.github/workflows/ci.yaml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,112,minute,0.032,1.0,mattermost,mattermost,BenCookie95,.github/workflows/server-ci-pr.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,111,minute,0.032,1.0,mattermost,mattermost,hchorfispiria,.github/workflows/server-ci-pr.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,120,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/server-ci-pr.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,67,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/server-ci-pr.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,15,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/esrupgrade.yml,
2023-05-24,Actions,Compute - UBUNTU_8_CORE,259,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/server-ci-master.yml,
2023-05-24,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-05-24,Actions,Compute - UBUNTU,26,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-05-24,Actions,Compute - UBUNTU,32,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-05-24,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-05-24,Actions,Compute - UBUNTU_4_CORE,16,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-05-24,Shared Storage,Shared Storage,0.0058,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-05-24,Shared Storage,Shared Storage,4.2638,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-05-24,Shared Storage,Shared Storage,4.1299,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-05-24,Shared Storage,Shared Storage,2.2667,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-05-24,Shared Storage,Shared Storage,1.0212,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,119,minute,0.032,1.0,mattermost,mattermost,mahaker,.github/workflows/server-ci-pr.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,368,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/server-ci-pr.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,318,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,15,minute,0.032,1.0,mattermost,mattermost,toninis,.github/workflows/esrupgrade.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,107,minute,0.032,1.0,mattermost,mattermost,toninis,.github/workflows/server-ci-master.yml,
2023-05-25,Actions,Compute - UBUNTU,1,minute,0.008,1.0,mattermost,release-iac,toninis,.github/workflows/terragrunt-hclfmt.yaml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,112,minute,0.032,1.0,mattermost,mattermost,pvev,.github/workflows/server-ci-pr.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,116,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/server-ci-pr.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,122,minute,0.032,1.0,mattermost,mattermost,yasserfaraazkhan,.github/workflows/server-ci-pr.yml,
2023-05-25,Actions,Compute - UBUNTU,142,minute,0.008,1.0,mattermost,customer-web-server,nickmisasi,.github/workflows/ci.yaml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,119,minute,0.032,1.0,mattermost,mattermost,cpoile,.github/workflows/server-ci-pr.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,17,minute,0.032,1.0,mattermost,mattermost,cpoile,.github/workflows/esrupgrade.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,261,minute,0.032,1.0,mattermost,mattermost,cpoile,.github/workflows/server-ci-master.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,176,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/server-ci-pr.yml,
2023-05-25,Actions,Compute - UBUNTU_4_CORE,28,minute,0.016,1.0,mattermost,desktop,devinbinnie,.github/workflows/release.yaml,
2023-05-25,Actions,Compute - UBUNTU_4_CORE,84,minute,0.016,1.0,mattermost,desktop,devinbinnie,.github/workflows/ci.yaml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,108,minute,0.032,1.0,mattermost,mattermost,asaadmahmood,.github/workflows/server-ci-pr.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,113,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/server-ci-pr.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,15,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/esrupgrade.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,45,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/esrupgrade.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,236,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/server-ci-master.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,616,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-master.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,111,minute,0.032,1.0,mattermost,mattermost,crspeller,.github/workflows/server-ci-pr.yml,
2023-05-25,Actions,Compute - UBUNTU_4_CORE,30,minute,0.016,1.0,mattermost,desktop,mattermost-build,.github/workflows/ci.yaml,
2023-05-25,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-05-25,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-05-25,Actions,Compute - UBUNTU,30,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-05-25,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-05-25,Actions,Compute - UBUNTU_4_CORE,15,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,15,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/esrupgrade.yml,
2023-05-25,Actions,Compute - UBUNTU_8_CORE,259,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/server-ci-master.yml,
2023-05-25,Shared Storage,Shared Storage,1.0272,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-05-25,Shared Storage,Shared Storage,0.0098,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-05-25,Shared Storage,Shared Storage,4.1299,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-05-25,Shared Storage,Shared Storage,2.2667,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-05-25,Shared Storage,Shared Storage,1.2436,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-05-26,Actions,Compute - UBUNTU_8_CORE,15,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/esrupgrade.yml,
2023-05-26,Actions,Compute - UBUNTU_8_CORE,259,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-master.yml,
2023-05-26,Actions,Compute - UBUNTU_8_CORE,383,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/server-ci-pr.yml,
2023-05-26,Actions,Compute - UBUNTU_4_CORE,15,minute,0.016,1.0,mattermost,mattermost-plugin-apps,hanzei,.github/workflows/ci.yaml,
2023-05-26,Actions,Compute - UBUNTU_8_CORE,60,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/esrupgrade.yml,
2023-05-26,Actions,Compute - UBUNTU_8_CORE,1008,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/server-ci-master.yml,
2023-05-26,Actions,Compute - UBUNTU_8_CORE,115,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-05-26,Actions,Compute - UBUNTU_8_CORE,113,minute,0.032,1.0,mattermost,mattermost,vish9812,.github/workflows/server-ci-pr.yml,
2023-05-26,Actions,Compute - UBUNTU_8_CORE,15,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/esrupgrade.yml,
2023-05-26,Actions,Compute - UBUNTU,523,minute,0.008,1.0,mattermost,customer-web-server,nickmisasi,.github/workflows/ci.yaml,
2023-05-26,Actions,Compute - UBUNTU_8_CORE,114,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/server-ci-master.yml,
2023-05-26,Actions,Compute - UBUNTU_4_CORE,28,minute,0.016,1.0,mattermost,desktop,devinbinnie,.github/workflows/ci.yaml,
2023-05-26,Actions,Compute - UBUNTU_8_CORE,114,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/server-ci-pr.yml,
2023-05-26,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-05-26,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-05-26,Actions,Compute - UBUNTU,31,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-05-26,Actions,Compute - UBUNTU,29,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-05-26,Actions,Compute - UBUNTU_4_CORE,18,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-05-26,Shared Storage,Shared Storage,4.13,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-05-26,Shared Storage,Shared Storage,2.2667,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-05-26,Shared Storage,Shared Storage,0.0159,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-05-26,Shared Storage,Shared Storage,1.0516,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-05-27,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-05-27,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-05-27,Actions,Compute - UBUNTU,31,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-05-27,Actions,Compute - UBUNTU,29,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-05-27,Actions,Compute - UBUNTU_4_CORE,16,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-05-27,Shared Storage,Shared Storage,2.2667,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-05-27,Shared Storage,Shared Storage,4.13,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-05-27,Shared Storage,Shared Storage,0.0186,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-05-27,Shared Storage,Shared Storage,1.0759,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-05-28,Actions,Compute - UBUNTU_8_CORE,110,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-pr.yml,
2023-05-28,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-05-28,Actions,Compute - UBUNTU,25,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-05-28,Actions,Compute - UBUNTU,32,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-05-28,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-05-28,Actions,Compute - UBUNTU_4_CORE,14,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-05-28,Actions,Compute - UBUNTU_8_CORE,80,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/server-ci-pr.yml,
2023-05-28,Actions,Compute - UBUNTU,2,minute,0.008,1.0,mattermost,test-private-project,unified-ci-app[bot],.github/workflows/test.yaml,
2023-05-28,Shared Storage,Shared Storage,0.0182,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-05-28,Shared Storage,Shared Storage,4.13,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-05-28,Shared Storage,Shared Storage,2.2667,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-05-28,Shared Storage,Shared Storage,1.1002,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-05-29,Actions,Compute - UBUNTU_8_CORE,169,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/server-ci-pr.yml,
2023-05-29,Actions,Compute - UBUNTU,199,minute,0.008,1.0,mattermost,test-private-project,unified-ci-app[bot],.github/workflows/test.yaml,
2023-05-29,Actions,Compute - UBUNTU_8_CORE,15,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/esrupgrade.yml,
2023-05-29,Actions,Compute - UBUNTU_8_CORE,347,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-05-29,Actions,Compute - UBUNTU_8_CORE,266,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/server-ci-master.yml,
2023-05-29,Actions,Compute - UBUNTU_8_CORE,232,minute,0.032,1.0,mattermost,mattermost,toninis,.github/workflows/server-ci-pr.yml,
2023-05-29,Actions,Compute - UBUNTU_8_CORE,225,minute,0.032,1.0,mattermost,mattermost,vish9812,.github/workflows/server-ci-pr.yml,
2023-05-29,Actions,Compute - UBUNTU,20,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/auto-merge-deps.yml,
2023-05-29,Actions,Compute - UBUNTU,40,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/test.yml,
2023-05-29,Actions,Compute - UBUNTU,41,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/build.yml,
2023-05-29,Actions,Compute - UBUNTU,38,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/golangci-lint.yml,
2023-05-29,Actions,Compute - UBUNTU_8_CORE,15,minute,0.032,1.0,mattermost,mattermost,vish9812,.github/workflows/esrupgrade.yml,
